:ID,relationType,weight,confidence,mechanism,sign,cause_sequence,effect_sequence
causal/3d308923,prevents,0.8,0.9,The inability to create light by friction at night prevents the action from occurring.,-,509,510
causal/eb8314df,prevents,0.8,0.85,The inability to act at night prevents the possibility of obtaining fire through flint and steel.,-,509,511
causal/f5daaf5c,prevents,0.8,0.9,The inability to create light through easy friction prevents the use of simpler methods for ignition.,-,510,511
causal/a04c0082,causes,0.8,0.85,"The anticipation of robbing the pantry leads to a noise that mimics a pirate, suggesting a direct connection between the intent and the resulting action.",+,508,512
causal/60b19f24,prevents,0.7,0.8,The inability to act at night prevents the noise associated with a pirate's chains.,-,509,512
causal/fbbceceb,causes,0.8,0.9,"Striking flint and steel produces a spark and sound, similar to the noise of rattling chains.",+,511,512
causal/cbd2642a,prevents,0.7,0.8,The inability to act at night led to the decision to get up.,+,509,513
causal/dafc484d,causes,0.8,0.9,"Striking flint and steel produces a spark, enabling the action of getting up.",+,511,513
causal/e4f4ddf0,causes,0.8,0.85,"The noise evokes a strong reaction, prompting the individual to get up.",+,512,513
causal/bf8f6911,causes,0.9,0.95,Getting up is a necessary action that allows one to go downstairs.,+,513,514
causal/7eab60df,causes,0.7,0.8,"Striking flint and steel creates sparks, which can ignite materials, leading to the sound of boards and cracks as a result of fire or impact.",+,511,515
causal/fb88da5f,enables,0.7,0.8,"The noise created by the pirate's chains draws attention to the boards, making them seem more significant.",+,512,515
causal/2be6a280,enables,0.7,0.8,"Getting up allows the person to notice and interact with their surroundings, including the boards and cracks.",+,513,515
causal/ab698100,causes,0.8,0.9,"Going downstairs creates noise from the boards, which draws attention.",+,514,515
causal/bd656b1e,enables,0.7,0.8,Going downstairs allows the person to confront or address the situation of the thief.,+,514,516
causal/7d9c7adb,enables,0.7,0.8,"The presence of boards and cracks creates an environment where the call for help can be heard, facilitating the response.",+,515,516
causal/a33403bd,causes,0.8,0.85,"The speaker's perception of the boards and cracks evokes a strong emotional response, prompting a call to action.",+,515,517
causal/d4aac0f1,causes,0.8,0.9,The command to stop the thief prompts Mrs. Joe to react and get up.,+,516,517
causal/f830a7d9,causes,0.8,0.7,The alarm caused by seeing the hare led to the action of hanging it up.,+,518,519
causal/b8d56df4,causes,0.7,0.8,The alarm caused by the hare led to a lack of time for verification.,+,518,521
causal/f9115d8f,causes,0.7,0.8,"The act of winking suggests a fleeting moment that distracts, leading to a lack of time for verification.",+,520,521
causal/6808fa0f,causes,0.8,0.7,"The alarm caused by the hare led to a state of urgency, resulting in no time for selection.",+,518,522
causal/3337b465,causes,0.8,0.75,"The hare's condition implies urgency, leading to a lack of time for careful selection.",+,519,522
causal/3eecb130,prevents,0.7,0.8,"The act of winking suggests distraction, leading to a lack of attention and thus no time for selection.",-,520,522
causal/d6f0a7e2,causes,0.8,0.85,Lack of time for verification directly leads to insufficient time for selection.,+,521,522
causal/4ef9f88a,prevents,0.7,0.8,"The hare's condition implies a lack of freedom, which prevents it from engaging in any activities.",-,519,523
causal/f60724b1,prevents,0.7,0.8,"The act of winking suggests distraction, which prevents focus on tasks.",-,520,523
causal/7e11f92c,causes,0.8,0.9,Lack of time for verification directly leads to a general lack of time for other activities.,+,521,523
causal/640176c0,causes,0.8,0.9,Lack of time for selection directly leads to a lack of time for other activities.,+,522,523
causal/a7725bd3,causes,0.8,0.9,Lack of time for verification directly leads to having no time to spare.,+,521,524
causal/cf02397a,causes,0.8,0.9,Lack of time for selection directly leads to having no time to spare.,+,522,524
causal/ccc0ca0e,causes,0.9,0.95,Lack of time directly leads to the inability to spare time.,+,523,524
causal/d6229c06,causes,0.8,0.9,"Lack of time led to impulsive decision-making, resulting in theft.",+,521,525
causal/a5c35d59,causes,0.8,0.9,Lack of time led to a desperate decision to steal food.,+,522,525
causal/07b8ce64,causes,0.8,0.85,"Lack of time may lead to desperation, prompting theft as a quick solution.",+,523,525
causal/04986a85,causes,0.8,0.9,Lack of time led to a desperate decision to steal food.,+,524,525
causal/49599251,causes,0.8,0.85,"Lack of time led to impulsive decision-making, resulting in theft.",+,522,526
causal/a7868e63,causes,0.8,0.75,Lack of time may lead to desperate actions like stealing to fulfill needs.,+,523,526
causal/4539bb7b,causes,0.8,0.75,"Lack of time led to impulsive decision-making, resulting in theft.",+,524,526
causal/e0cd831f,enables,0.7,0.8,"Stealing bread may create a pattern of theft, making it easier to steal other items like cheese.",+,525,526
causal/989809f9,causes,0.8,0.85,"Lack of time led to impulsive behavior, resulting in theft.",+,523,527
causal/53e260fc,causes,0.8,0.85,"Lack of time led to impulsive decision-making, resulting in theft.",+,524,527
causal/c2ffbbdc,causes,0.8,0.75,"Stealing bread likely led to the subsequent act of stealing mincemeat, indicating a pattern of behavior.",+,525,527
causal/c554a91f,enables,0.6,0.7,Stealing cheese may have provided the opportunity or motivation to steal mincemeat.,+,526,527
causal/b5150738,enables,0.7,0.8,Stealing bread allows for its concealment in the pocket-handkerchief.,+,525,528
causal/f2398592,causes,0.8,0.9,Stealing the cheese leads to it being placed in the pocket-handkerchief for concealment.,+,526,528
causal/e89bbe16,causes,0.8,0.9,Stealing the mincemeat directly leads to it being secured in the pocket-handkerchief.,+,527,528
causal/e070d178,enables,0.7,0.8,The act of stealing bread may create a mindset or opportunity that leads to stealing brandy.,+,525,529
causal/06a145b4,enables,0.6,0.7,"Stealing cheese may create a context or opportunity for stealing brandy, suggesting a pattern of behavior.",+,526,529
causal/6e0a4472,causes,0.7,0.8,"The act of stealing mincemeat may have led to the decision to steal brandy, indicating a pattern of behavior.",+,527,529
causal/1b062684,enables,0.7,0.8,Tying up the handkerchief may have facilitated the act of stealing by providing concealment.,+,528,529
causal/df2fcf80,causes,0.8,0.9,Stealing the cheese rind leads to it being placed in a glass bottle.,+,526,530
causal/fe27bf81,enables,0.8,0.9,Stealing the mincemeat allows for its transfer into a glass bottle.,+,527,530
causal/57932cfe,enables,0.7,0.8,"Tying up the item allows for safe transport, facilitating its later transfer into a bottle.",+,528,530
causal/2b110b87,causes,0.9,0.95,Stealing brandy directly leads to decanting it into another bottle.,+,529,530
causal/d3e41302,causes,0.9,0.95,Stealing the mincemeat directly led to its use in making the intoxicating fluid.,+,527,531
causal/709b319f,enables,0.7,0.8,Tying up the pocket-handkerchief allows for the concealment and use of the fluid.,+,528,531
causal/56cc4c10,causes,0.9,0.95,Stealing brandy directly leads to its use in making an intoxicating fluid.,+,529,531
causal/08e97ced,enables,0.8,0.85,Decanting the liquid into a bottle allows for its later use in making the intoxicating fluid.,+,530,531
causal/5390522b,enables,0.7,0.8,The act of secretly using the intoxicating fluid allows for the dilution process to occur.,+,531,532
causal/f10c8a0d,enables,0.7,0.8,The act of secretly using the intoxicating fluid likely facilitated the theft of the pork pie.,+,531,534
causal/b828256d,enables,0.7,0.8,Stealing the meat bone may have provided the opportunity or motivation to steal the pork pie.,+,533,534
causal/0021adc7,causes,0.7,0.8,"Stealing the meat bone likely distracted or delayed the individual, impacting their ability to leave with the pie.",+,533,535
causal/2fba2ac2,causes,0.8,0.9,Stealing the pie directly led to the situation of nearly leaving without it.,+,534,535
causal/67d34b21,enables,0.7,0.8,"The desire to take the pie creates a temptation to reach for it, suggesting a connection between the two actions.",+,535,536
causal/cf7864e5,causes,0.8,0.85,The act of stealing the pork pie directly leads to the action of investigating the covered dish.,+,534,537
causal/dd92bb34,causes,0.8,0.85,The desire to leave without the pie prompts a curiosity about the covered dish.,+,535,537
causal/56c936f9,causes,0.8,0.9,The temptation to mount the shelf directly leads to the action of looking at the dish.,+,536,537
causal/19779107,causes,0.9,0.95,Stealing the pie directly leads to the discovery of its identity.,+,534,538
causal/809d3d76,causes,0.8,0.9,The realization of the pie's presence prompted a change in intention regarding leaving.,+,535,538
causal/98bcc74a,causes,0.8,0.9,The temptation to mount the shelf directly led to discovering the pie.,+,536,538
causal/882851b2,causes,0.9,0.95,The action of looking leads directly to the discovery of the pie.,+,537,538
causal/b81723c8,enables,0.7,0.8,"Taking the pie allows for the possibility of enjoying it later, suggesting it was not intended for immediate consumption.",+,535,539
causal/6ae90a94,enables,0.7,0.8,"The temptation to mount on the shelf led to the action of taking the item, suggesting it was made possible by the initial desire.",+,536,539
causal/62462c70,enables,0.7,0.8,"The act of looking for the item suggests a desire to use it, which enables the possibility of taking it without immediate consequences.",+,537,539
causal/1aa15ce7,enables,0.7,0.8,Finding the pie allows the speaker to take it without immediate consequences.,+,538,539
causal/ae515a84,enables,0.7,0.8,Unlocking the door allows access to the item stored in the dish.,+,537,541
causal/cd457858,causes,0.7,0.8,Finding the pie motivated the action of unlocking the door.,+,538,541
causal/ee3256c2,enables,0.8,0.9,The presence of the door allows for the action of unlocking and unbolting it.,+,540,541
causal/f329fb0d,enables,0.7,0.8,Taking the item allowed the action of unlocking the door to occur without immediate consequences.,+,539,542
causal/5c3e4390,enables,0.8,0.9,The presence of the door allows for the action of unlocking and unbolting it.,+,540,542
causal/780c52a6,enables,0.8,0.9,"Unlocking the door allowed access to Joe's tools, facilitating the retrieval of the file.",+,541,543
causal/c1403050,enables,0.8,0.9,"Unlocking the door allowed access to Joe's tools, facilitating the retrieval of the file.",+,542,543
causal/26485309,enables,0.7,0.8,The presence of the door allows for the action of securing the fastenings.,+,540,544
causal/bfad166e,prevents,0.7,0.8,"Unlocking and unbolting the door allows for the fastenings to be put back in place, preventing the door from being secured.",+,541,544
causal/e9b29634,causes,0.8,0.85,Obtaining the file likely prompted the action of organizing the fastenings.,+,543,544
causal/2cf51861,causes,1.0,1.0,Unlocking and unbolting the door directly allows it to be opened.,+,541,545
causal/e84a236f,causes,1.0,1.0,Unlocking and unbolting the door directly allows it to be opened.,+,542,545
causal/55472e6c,enables,0.7,0.8,"Securing the fastenings allows for the door to be opened, facilitating access.",+,544,545
causal/ae86a9e6,prevents,0.8,0.9,"Unlocking and unbolting the door allows it to be shut, preventing it from remaining closed.",-,542,546
causal/c46188af,causes,0.9,0.95,The act of putting the fastenings in place directly leads to the door being shut.,+,544,546
causal/74e9d8c2,prevents,0.8,0.9,"Shutting the door prevents further entry or exit, blocking the initial action of opening.",-,545,546
causal/1f0e7a6c,causes,0.8,0.75,"The command to 'shut it' likely instigated a flight response, prompting the individual to run away.",+,546,547
causal/91ecab8e,causes,0.7,0.8,Running for the marshes likely leads to observing the damp outside the window due to proximity and environmental conditions.,+,547,549
causal/3467bc2a,causes,0.8,0.85,The dampness in the environment leads to moisture on the window.,+,548,549
causal/801a982b,causes,0.7,0.8,"The command to 'shut it' implies a cessation of noise, leading to the perception of a goblin's crying as a past event.",+,546,550
causal/00fb995b,causes,0.7,0.8,"The damp on the window suggests a presence or activity that evokes a feeling of sadness, akin to crying.",+,549,550
causal/fc32921d,causes,0.8,0.9,The dampness described in the first event leads to the observable condition of dampness on hedges and grass in the second event.,+,548,551
causal/eb276e2d,enables,0.7,0.8,The damp outside the window suggests environmental conditions that allow dampness to appear on hedges and grass.,+,549,551
causal/09bcbf22,causes,0.8,0.75,"The imagery of a goblin crying suggests a source of moisture, leading to dampness on the hedges and grass.",+,550,551
causal/2d35b42c,enables,0.7,0.8,The damp conditions create an environment conducive to the formation of spider webs.,+,548,552
causal/7d030c78,causes,0.8,0.85,The damp on the hedges and grass leads to moisture accumulation on twigs and blades.,+,551,553
causal/d1f7c7a4,enables,0.7,0.8,The description of coarser webs suggests a structure that facilitates hanging from various surfaces.,+,552,553
causal/805f081d,causes,0.8,0.7,"The imagery of a goblin crying suggests a source of moisture, leading to the wetness observed on the rails and gates.",+,550,554
causal/4321b281,causes,0.8,0.9,Damp conditions lead to wetness on surfaces like rails and gates.,+,551,554
causal/ab4f4137,causes,0.7,0.8,"The coarse texture of the webs likely traps moisture, leading to clamminess on surfaces.",+,552,554
causal/a6785ced,causes,0.8,0.7,"The act of hanging creates moisture that condenses on surfaces, leading to clamminess.",+,553,554
causal/0bfa89a3,causes,0.8,0.85,"Damp conditions can lead to the formation of thick mist, as moisture in the air increases humidity.",+,551,555
causal/0384124b,causes,0.7,0.8,"The description of coarser webs suggests a denser, more obstructive material, which can contribute to the thickness of the marsh mist.",+,552,555
causal/54127583,causes,0.7,0.6,"The act of hanging from twigs and blades suggests movement through the marsh, which can stir up moisture and contribute to the thick mist.",+,553,555
causal/2aa86ba7,causes,0.8,0.85,The wet conditions contribute to the formation of thick marsh mist.,+,554,555
causal/a79db6f8,prevents,0.8,0.9,"The wooden finger indicates a direction, but it prevents people from coming to the village as they do not accept the direction.",-,556,557
causal/ac128339,causes,0.8,0.9,"The thick marsh mist obscures visibility, making objects hard to see until one is close.",+,555,558
causal/81a9f290,enables,0.7,0.8,"The wooden finger serves as a guide, making the village visible only when one approaches closely.",+,556,558
causal/6abe36db,enables,0.8,0.9,"Being close allowed the subject to notice the object, enabling the act of looking up.",+,558,559
causal/8e144535,causes,0.8,0.85,"The realization of the object's presence triggers a sense of guilt and fear, likening it to a haunting experience.",+,558,561
causal/971bd6b1,causes,0.8,0.85,"The act of looking up triggers a psychological response, leading to feelings of guilt and fear associated with the phantom.",+,559,561
causal/bae046a3,causes,0.8,0.85,"The dripping evokes a sense of guilt and foreboding, leading to a feeling of being condemned.",+,560,561
causal/4b842843,enables,0.7,0.8,The initial invisibility allows the phantom to influence the speaker's perception and fate.,+,558,562
causal/a8acbe6b,enables,0.7,0.8,"The act of looking up creates a mental connection to the phantom, suggesting a heightened awareness or perception of it.",+,559,562
causal/1d4396b9,causes,0.8,0.9,"The oppressive conscience leads to a feeling of being haunted, which metaphorically connects to the idea of being devoted to punishment.",+,561,562
causal/c04b9f39,causes,0.8,0.7,The phrase suggests that the experience of being devoted to the Hulks leads to the subsequent experience of being on the marshes.,+,562,563
causal/01df067f,causes,0.8,0.7,"The phrase suggests that the phantom's influence leads to a denser mist, indicating a direct causal relationship.",+,562,564
causal/8ad8c86b,causes,0.7,0.8,"Exiting onto the marshes likely exposes one to environmental conditions, such as mist, which can become denser.",+,563,564
causal/54632cf6,causes,0.7,0.8,"The feeling of guilt and oppression leads to heightened anxiety, causing the perception of threats or challenges to intensify.",+,561,565
causal/56917a73,causes,0.8,0.75,"The phrase suggests that the phantom's influence leads to overwhelming feelings, causing everything to feel like it's closing in.",+,562,565
causal/8c970c5d,causes,0.8,0.85,"The act of getting out onto the marshes creates a sensory overload, making everything appear to rush towards the observer.",+,563,565
causal/cdff84b3,causes,0.7,0.8,Heavier mist can create a perception of objects approaching due to reduced visibility.,+,564,565
causal/5b060821,causes,0.8,0.9,The act of getting out onto the marshes triggers feelings of discomfort associated with guilt.,+,563,566
causal/e1fc6495,causes,0.8,0.85,"Heavier mist creates an uncomfortable atmosphere, intensifying feelings of guilt.",+,564,566
causal/8874c9fa,causes,0.8,0.85,The overwhelming perception of events can lead to feelings of guilt and discomfort.,+,565,566
causal/27d4599f,causes,0.8,0.85,"The act of getting out onto the marshes likely leads to the observation of the gates and dikes bursting, suggesting a direct cause-effect relationship.",+,563,567
causal/6dc954ea,causes,0.8,0.85,"Heavier mist likely obscured visibility, leading to a sudden realization of the gates and dikes bursting.",+,564,567
causal/7f511e81,causes,0.8,0.85,The overwhelming sensation of being pursued leads to a perception of physical barriers collapsing.,+,565,567
causal/442b5b85,aggravates,0.7,0.8,"A guilty mind can heighten anxiety and distress, leading to overwhelming feelings represented by the bursting gates and dikes.",+,566,567
causal/d02e23c4,causes,0.8,0.85,"A guilty mind leads to feelings of discomfort, prompting a reaction that reveals guilt.",+,566,568
causal/73ae3ebd,causes,0.8,0.75,The overwhelming sensation of everything running at the speaker likely led to the sudden appearance of the cattle.,+,565,569
causal/4ecc34cc,causes,0.8,0.85,"The sudden appearance of the cattle likely caused a startled reaction, leading to the intense focus on their eyes.",+,569,570
causal/aa0c0d62,causes,0.8,0.7,The phrase suggests that the boys' emotional reaction (crying) is a direct response to the situation involving the pork pie.,+,568,571
causal/4cfc52d8,causes,0.8,0.9,The sudden arrival of the cattle leads to the visible steam from their nostrils due to exertion and temperature difference.,+,569,571
causal/5549540f,enables,0.7,0.8,"The greeting from the thief captures attention, allowing for a focused gaze.",+,572,573
causal/6d47140c,causes,0.8,0.85,"The accusation prompts a defensive reaction, leading to the character's movement.",+,572,574
causal/f7b7b5f8,causes,0.8,0.85,"The intense gaze creates a confrontational atmosphere, prompting the individual to respond with an accusatory gesture.",+,573,574
causal/860033c5,causes,0.8,0.85,"The accusatory gesture provoked a defensive emotional response, leading to the speaker's outburst.",+,574,575
causal/78ad809a,causes,0.7,0.8,"The greeting from the speaker likely startled the young thief, prompting him to lower his head in response.",+,572,576
causal/8083ccff,causes,0.7,0.8,"The intense gaze likely made the person feel uncomfortable, prompting them to lower their head.",+,573,576
causal/866caf99,causes,0.7,0.8,"The accusatory gesture likely prompted a submissive response, leading him to lower his head.",+,574,576
causal/ebae9619,causes,0.8,0.9,Putting down his head initiates the action leading to his disappearance.,+,576,578
causal/b4e3809a,causes,0.8,0.85,"The act of blowing smoke suggests a magical or dramatic exit, leading to the character's disappearance.",+,577,578
causal/00be54aa,causes,0.7,0.8,Putting down his head likely triggers the horse to kick up its hind legs as a response.,+,576,579
causal/3475521e,causes,0.8,0.9,"The action of kicking up hind-legs is part of the vanishing action, indicating a direct cause-effect relationship.",+,578,579
causal/da50a4c5,enables,0.7,0.8,Lowering his head allows for a more expressive tail flourish.,+,576,580
causal/147b28fb,enables,0.7,0.8,The act of blowing smoke creates a dramatic effect that complements the flourish of the tail.,+,577,580
causal/5e877061,enables,0.7,0.8,"The action of kicking up hind-legs allows for the flourish of the tail to occur, suggesting a supportive relationship.",+,578,580
causal/4f578bee,enables,0.7,0.8,"The kick-up of hind-legs creates momentum, allowing for a flourish of the tail.",+,579,580
causal/f8b2f2d5,enables,0.7,0.8,"The action of kicking up hind-legs suggests movement or readiness, facilitating progress towards the river.",+,579,581
causal/26beb52c,causes,0.7,0.6,The action of kicking up may create a disturbance that emphasizes the sensation of damp cold.,+,579,583
causal/eabc0f38,causes,0.7,0.8,"Approaching the river likely increased exposure to dampness and cold, leading to the sensation of being riveted by it.",+,581,583
causal/0d76e981,causes,0.8,0.85,The inability to warm feet leads to a heightened perception of damp cold.,+,582,583
causal/b4b585a0,enables,0.7,0.8,"The damp cold creates a setting that allows for the iron to be riveted, suggesting a connection between the environment and the action.",+,583,584
causal/06460993,enables,0.7,0.8,Knowing the way to the Battery is facilitated by being near the river.,+,581,585
causal/0184b6a7,enables,0.7,0.8,Knowing the way allows for the possibility of visiting the Battery.,+,585,586
causal/7958dbdf,enables,0.6,0.7,"Knowing the way allows for navigation, but may lead to misdirection.",+,585,589
causal/0b3faf79,causes,0.8,0.85,Being too far to the right necessitated retracing steps along the river-side.,+,589,590
causal/3d94bf29,enables,0.7,0.8,Trying back along the river-side allows for quicker movement.,+,590,591
causal/ea317e5f,causes,0.8,0.7,Moving quickly leads to crossing the ditch.,+,591,592
causal/43310b24,enables,0.7,0.8,"The action of trying back along the river-side allows the speaker to reach the Battery, indicating proximity.",+,590,593
causal/015a0264,enables,0.7,0.8,Moving quickly allows for reaching the Battery sooner.,+,591,593
causal/67bed5be,enables,0.7,0.8,Crossing the ditch allows awareness of proximity to the Battery.,+,592,593
causal/059ca04c,causes,0.8,0.85,Moving quickly leads to reaching the mound beyond the ditch.,+,591,594
causal/7ae2383e,causes,0.8,0.9,Crossing the ditch allows for the subsequent action of scrambling up the mound.,+,592,594
causal/cd9ccee8,enables,0.7,0.8,Having his back turned allows him to fold his arms without facing anyone.,+,596,597
causal/feb87bce,causes,0.7,0.8,"The physical exertion of scrambling up the mound likely led to fatigue, contributing to the feeling of heaviness and sleepiness.",+,594,598
causal/c9444204,enables,0.7,0.8,"The position of his back suggests he is relaxed, allowing him to nod off.",+,596,598
causal/c0839669,causes,0.7,0.8,"Folding arms and nodding forward suggests a relaxed, sleepy state, indicating that the posture contributes to his heaviness of sleep.",+,597,598
causal/2f83733c,enables,0.7,0.8,The position of his back allows for a stealthy approach.,+,596,600
causal/616affbf,causes,0.8,0.9,The expectation of his happiness motivated the action of approaching him quietly.,+,599,600
causal/267f5dfa,enables,0.7,0.8,"Bringing breakfast creates a positive context, making the act of touching him more likely to be received well.",+,599,601
causal/025b0580,causes,0.8,0.9,"Moving forward softly allows for a gentle approach, leading to the action of touching.",+,600,601
causal/9c9d6418,causes,0.8,0.9,"The act of touching him on the shoulder startled him, prompting an immediate reaction.",+,601,602
causal/f25a0acd,causes,0.7,0.8,"The act of swearing an oath can provoke a defensive or aggressive response, leading to a physical confrontation.",+,606,607
causal/3c132595,causes,0.7,0.8,"The act of swearing an oath led to a moment of distraction or hesitation, causing him to stumble.",+,606,609
causal/15ff5eab,causes,0.8,0.9,The action of making a hit directly leads to the effect of stumbling.,+,607,609
causal/488bce4b,causes,0.7,0.8,"The weak blow caused a loss of balance, leading to stumbling.",+,608,609
causal/9a3038b2,causes,0.8,0.9,The act of stumbling directly leads to the character running into the mist.,+,609,610
causal/9cab0d82,causes,0.8,0.85,"The action of making a hit can lead to loss of balance, causing stumbling.",+,607,611
causal/380f6d2a,causes,0.8,0.9,The first event directly leads to the second by causing the individual to lose balance.,+,609,611
causal/5b882fa8,causes,0.8,0.75,"Running into the mist likely obscured his vision, leading to stumbling.",+,610,611
causal/baecb96b,causes,0.8,0.85,"Running into the mist obscured visibility, leading to losing sight of him.",+,610,612
causal/67448f56,causes,0.8,0.9,"Stumbling led to a loss of control, resulting in losing the person.",+,611,612
causal/d640c8dd,causes,0.8,0.85,The act of stumbling leads to the realization or recognition of the young man.,+,609,613
causal/be29f600,causes,0.7,0.8,The young man's action of running into the mist prompts the observer's recognition of him.,+,610,613
causal/12c254f7,causes,0.8,0.85,"Stumbling can trigger a physical response, such as an increased heart rate due to adrenaline or anxiety.",+,611,614
causal/9fe17309,causes,0.8,0.9,"The loss of a loved one can trigger intense emotional responses, such as heartache.",+,612,614
causal/f497e302,causes,0.8,0.85,"The realization of the young man's presence triggers a strong emotional response, leading to a physical sensation in the heart.",+,613,614
causal/972e9e2f,causes,0.8,0.9,Identifying the young man is a direct result of the thought process initiated by recognizing him.,+,613,615
causal/cee76c99,causes,0.8,0.85,"The emotional response of identifying someone can trigger a physical reaction, such as a racing heart.",+,614,615
causal/ad02df75,causes,0.7,0.8,"The young man's presence triggers a physical reaction, suggesting emotional or psychological distress.",+,613,616
causal/650b461e,enables,0.7,0.8,"Identifying someone can lead to subsequent actions, such as visiting a location.",+,615,618
causal/247e39aa,enables,0.7,0.8,Knowing the location facilitated reaching the Battery.,+,617,618
causal/e69708bb,aggravates,0.8,0.85,"The extreme cold he experienced heightened the risk of severe health consequences, such as hypothermia.",+,620,621
causal/7d60d09c,causes,0.7,0.8,"The expectation of death from cold suggests a direct link to the appearance of hunger, indicating a severe state of deprivation.",+,621,622
causal/e280fd35,enables,0.7,0.8,"The act of handing him the file allows his hungry eyes to be directed towards it, suggesting a desire for the contents.",+,622,623
causal/c0324c7d,causes,0.8,0.85,"The description of his hungry eyes suggests a strong desire for food, leading to the thought of him trying to eat.",+,622,625
causal/e0c93b0b,prevents,0.7,0.6,The description of his hungry eyes suggests a state of need that may have led to restraint in his actions.,+,622,626
causal/d0ad41cd,enables,0.7,0.8,"Handing over the file likely created a positive context, reducing the likelihood of negative reactions.",+,623,626
causal/5c7f6877,causes,0.7,0.8,The thought of him trying to eat it led to the action of emptying pockets to prevent that.,+,625,628
causal/50cbf514,prevents,0.8,0.9,Not being turned upside down prevents the act of emptying pockets.,+,626,628
causal/4854b3e3,causes,0.8,0.9,"Opening the bundle likely leads to the action of emptying pockets, as it suggests a sequence of actions.",+,627,628
causal/cd956f3c,causes,0.8,0.75,The thought of trying to eat it likely prompted his action of consuming mincemeat.,+,625,629
causal/138cb9a5,causes,0.7,0.8,"Emptying pockets suggests urgency, leading to a hurried action that resembles violence rather than calm eating.",+,628,630
causal/5de23ecb,causes,0.8,0.85,"The manner of eating suggests urgency, indicating that the way he consumes the mincemeat is causing a perception of violence in his actions.",+,629,630
causal/3c1b2d01,causes,0.7,0.8,"The description of hurriedly putting away suggests urgency, leading to the action of taking liquor.",+,630,631
causal/7c45d6f7,causes,0.7,0.8,"The act of consuming mincemeat in an unusual manner may lead to physical discomfort, causing shivering.",+,629,632
causal/61679df1,causes,0.7,0.8,"The hurried and violent manner of eating suggests stress or urgency, which can lead to physical reactions like shivering.",+,630,632
causal/2eca79dd,causes,0.8,0.85,"The act of consuming mincemeat leads to the need to hold the bottle, indicating a direct cause-effect relationship.",+,629,633
causal/2152cf2b,causes,0.8,0.75,"The hurried action of putting away the bottle suggests a struggle to manage consumption, leading to difficulty in holding it.",+,630,633
causal/dd75aa5d,causes,0.8,0.85,"Leaving off to take liquor leads to difficulty in holding the bottle, indicating a direct impact on his ability to manage it.",+,631,633
causal/792cf23c,causes,0.8,0.9,The intense shivering directly affects his ability to hold the bottle securely.,+,632,633
causal/1ac1290a,prevents,0.7,0.8,"The act of shivering indicates a strong physical response to cold, which may prevent him from biting off his own tongue due to involuntary muscle contractions.",+,632,634
causal/d15ef00f,prevents,0.8,0.9,Keeping the bottle neck between his teeth prevents him from biting it off.,+,633,634
causal/a089be31,causes,0.7,0.8,"The expression of concern indicates a negative situation, which likely contributes to feelings of distress.",+,635,637
causal/c5833b22,causes,0.8,0.75,"Lying on the meshes likely leads to discomfort or pain, resulting in dreadful aguish.",+,636,637
causal/7e1bc82c,causes,0.7,0.8,"Lying out on meshes may lead to exposure to cold or damp conditions, which can trigger or worsen rheumatic symptoms.",+,636,638
causal/4dd6908b,causes,0.7,0.6,Dreadful aguish can lead to rheumatic conditions due to the stress and strain it places on the body.,+,637,638
causal/a2ef58cf,aggravates,0.7,0.8,"The speaker's warning about the situation suggests that it could worsen, leading to a sense of urgency in the listener's response.",+,635,639
causal/430e5ee2,causes,0.8,0.75,"Eating breakfast is portrayed as a necessary action to avoid a dire consequence, suggesting a causal relationship.",+,639,640
causal/84d65551,causes,0.7,0.6,"Eating breakfast may provide energy and confidence, leading to a positive outcome.",+,639,641
causal/eefcbf51,causes,0.8,0.75,The fear of execution motivates the speaker to act in a way that leads to extreme physical exertion.,+,640,641
causal/36abf2d6,causes,0.7,0.8,The act of eating voraciously may lead to suspicion or distrust in others observing the behavior.,+,642,643
causal/5430eb1f,enables,0.7,0.8,"The fear of execution motivates the character to pay attention, suggesting that the threat of death enhances their awareness.",+,640,644
causal/97553a11,enables,0.7,0.8,"The act of beating the shivers suggests a heightened state of alertness, which allows for attentive listening.",+,641,644
causal/7709d7b1,enables,0.7,0.8,"The act of eating distracts him, allowing for pauses to listen.",+,642,644
causal/fbaad26d,causes,0.7,0.8,"Distrust leads to heightened awareness, prompting him to stop and listen.",+,643,644
causal/4163dda1,causes,0.7,0.6,The speaker's determination to overcome fear may lead to heightened awareness of sounds around them.,+,641,645
causal/7a8c29bd,enables,0.7,0.8,"The act of stopping to listen allows the character to perceive sounds, whether real or imagined.",+,644,645
causal/934652a1,enables,0.7,0.8,"The act of stopping to listen allows the character to hear the breathing of the beast, suggesting attentiveness enables awareness of the environment.",+,644,646
causal/eaa91b48,enables,0.6,0.7,"The sound may attract or alert the beast, facilitating its presence in the marsh.",+,645,646
causal/0c143817,causes,0.7,0.8,"The act of staring distrustfully creates a heightened sense of alertness, leading to a startled reaction.",+,643,647
causal/1341aa60,causes,0.8,0.85,"The act of stopping to listen creates a heightened awareness, leading to a startled reaction.",+,644,647
causal/8213ba5f,causes,0.8,0.9,The sound triggers a startled reaction in the individual.,+,645,647
causal/02ee28ad,causes,0.8,0.85,"The beast's breathing creates a startling sound or presence, triggering a reaction.",+,646,647
causal/dfda11b0,enables,0.7,0.8,The act of stopping to listen allows for a sudden response or statement.,+,644,648
causal/433b07b5,causes,0.8,0.9,The sudden start prompts an immediate verbal response.,+,647,648
