:ID,name,actionType,source_quote,confidence,sequence,chapter,time,location,scene_id,theme_POWER_involvement,theme_POWER_role,theme_POWER_confidence,theme_POWER_evidence,theme_WEALTH_involvement,theme_WEALTH_role,theme_WEALTH_confidence,theme_WEALTH_evidence,theme_KINSHIP_involvement,theme_KINSHIP_role,theme_KINSHIP_confidence,theme_KINSHIP_evidence,theme_JUSTICE_involvement,theme_JUSTICE_role,theme_JUSTICE_confidence,theme_JUSTICE_evidence,theme_KNOWLEDGE_involvement,theme_KNOWLEDGE_role,theme_KNOWLEDGE_confidence,theme_KNOWLEDGE_evidence,theme_annotations_raw
event/588a95dd,Abel Magwitch ordered Philip Pirrip to bring a file and food to him at the old Battery early the next morning and to tell no one.,ACTION_TENSION,,0.96,61,1,Early next morning (commanded time),Churchyard (order); Old Battery (meeting place),,direct,initiating,0.9,“Abel Magwitch ordered Philip Pirrip to bring a file and food to him ... and to tell no one.”,indirect,enabling,0.68,"He “ordered [him] to bring a file and food to him,” setting up a transfer of goods.",none,,0.0,,indirect,enabling,0.55,"The command to bring items “and to tell no one” initiates a concealed, likely illicit act.",direct,revealing,0.9,"He specifies what to bring, when, and where: “bring a file and food … early the next morning … at the old Battery,” and imposes secrecy.","{""KNOWLEDGE"": {""involvement"": ""direct"", ""role"": ""revealing"", ""evidence"": ""He specifies what to bring, when, and where: \u201cbring a file and food \u2026 early the next morning \u2026 at the old Battery,\u201d and imposes secrecy."", ""signals"": [""ordered"", ""early the next morning"", ""old Battery"", ""tell no one""], ""confidence"": 0.9}, ""JUSTICE"": {""involvement"": ""indirect"", ""role"": ""enabling"", ""evidence"": ""The command to bring items \u201cand to tell no one\u201d initiates a concealed, likely illicit act."", ""signals"": [""tell no one"", ""ordered"", ""bring a file and food""], ""confidence"": 0.55}, ""WEALTH"": {""involvement"": ""indirect"", ""role"": ""enabling"", ""evidence"": ""He \u201cordered [him] to bring a file and food to him,\u201d setting up a transfer of goods."", ""signals"": [""bring a file"", ""food"", ""to him"", ""ordered""], ""confidence"": 0.68}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""direct"", ""role"": ""initiating"", ""evidence"": ""\u201cAbel Magwitch ordered Philip Pirrip to bring a file and food to him ... and to tell no one.\u201d"", ""signals"": [""ordered"", ""bring a file and food"", ""to him"", ""tell no one""], ""confidence"": 0.9}}"
event/a67ac38f,"Abel Magwitch threatened to tear out, roast, and eat Philip Pirrip’s heart and liver if Philip Pirrip disobeyed in any particular.",ACTION_TENSION,,0.96,62,1,Early next morning (commanded time),Churchyard,,direct,initiating,0.92,"Magwitch threatened to tear out, roast, and eat Pip’s heart and liver if Pip disobeyed in any particular, coercing his compliance.",none,,0.0,,none,,0.0,,direct,initiating,0.8,"He issues a violent conditional threat, which constitutes a moral/legal violation (assault) against Pip.",none,,0.0,,"{""KNOWLEDGE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""JUSTICE"": {""involvement"": ""direct"", ""role"": ""initiating"", ""evidence"": ""He issues a violent conditional threat, which constitutes a moral/legal violation (assault) against Pip."", ""signals"": [""violent threat"", ""conditional on disobedience"", ""harm to heart and liver"", ""norm/law violation""], ""confidence"": 0.8}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""direct"", ""role"": ""initiating"", ""evidence"": ""Magwitch threatened to tear out, roast, and eat Pip\u2019s heart and liver if Pip disobeyed in any particular, coercing his compliance."", ""signals"": [""threatened"", ""tear out/roast/eat heart and liver"", ""if he disobeyed"", ""coercion of compliance""], ""confidence"": 0.92}}"
event/9a536f3b,Abel Magwitch claimed a dangerous young man was hidden with him who could get at a boy’s heart and liver and from whom hiding would be useless.,ACTION_TENSION,,0.93,63,1,Early next morning (commanded time),Churchyard,,direct,initiating,0.88,"He ""claimed a dangerous young man was hidden with him"" who ""could get at a boy’s heart and liver"" and that ""hiding would be useless,"" explicitly threatening harm to compel compliance.",none,,0.0,,none,,0.0,,direct,initiating,0.75,"The threat that an accomplice could ""get at a boy’s heart and liver"" constitutes an explicit moral/legal violation.",direct,revealing,0.86,"He conveys new (though deceptive) information: a ""dangerous young man was hidden with him"" and that ""hiding would be useless,"" altering the boy’s perceived options.","{""KNOWLEDGE"": {""involvement"": ""direct"", ""role"": ""revealing"", ""evidence"": ""He conveys new (though deceptive) information: a \""dangerous young man was hidden with him\"" and that \""hiding would be useless,\"" altering the boy\u2019s perceived options."", ""signals"": [""claimed ... hidden with him"", ""dangerous young man"", ""hiding would be useless"", ""could get at a boy\u2019s heart and liver""], ""confidence"": 0.86}, ""JUSTICE"": {""involvement"": ""direct"", ""role"": ""initiating"", ""evidence"": ""The threat that an accomplice could \""get at a boy\u2019s heart and liver\"" constitutes an explicit moral/legal violation."", ""signals"": [""threat of harm"", ""get at ... heart and liver"", ""dangerous young man"", ""hiding would be useless""], ""confidence"": 0.75}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""direct"", ""role"": ""initiating"", ""evidence"": ""He \""claimed a dangerous young man was hidden with him\"" who \""could get at a boy\u2019s heart and liver\"" and that \""hiding would be useless,\"" explicitly threatening harm to compel compliance."", ""signals"": [""dangerous young man"", ""could get at a boy\u2019s heart and liver"", ""hiding would be useless"", ""claimed ... hidden with him""], ""confidence"": 0.88}}"
event/add4c5e9,Abel Magwitch asserted he was keeping the young man from harming Philip Pirrip with great difficulty.,ACTION_TENSION,,0.92,64,1,Early next morning (commanded time),Churchyard,,direct,initiating,0.7,"""he was keeping the young man from harming Philip Pirrip with great difficulty""—a threat that constrains Pip's choices through fear of harm.",none,,0.0,,none,,0.0,,none,,0.0,,direct,revealing,0.65,"He ""asserted he was keeping the young man from harming Philip Pirrip,"" revealing the existence of a nearby threat and his control over it.","{""KNOWLEDGE"": {""involvement"": ""direct"", ""role"": ""revealing"", ""evidence"": ""He \""asserted he was keeping the young man from harming Philip Pirrip,\"" revealing the existence of a nearby threat and his control over it."", ""signals"": [""asserted"", ""young man"", ""harming Philip Pirrip""], ""confidence"": 0.65}, ""JUSTICE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""direct"", ""role"": ""initiating"", ""evidence"": ""\""he was keeping the young man from harming Philip Pirrip with great difficulty\""\u2014a threat that constrains Pip's choices through fear of harm."", ""signals"": [""keeping the young man from harming"", ""with great difficulty"", ""harming Philip Pirrip""], ""confidence"": 0.7}}"
event/4775b85d,Philip Pirrip promised to bring Abel Magwitch the file and what food he could and to come to the Battery early in the morning.,ACKNOWLEDGMENT,,0.95,65,1,Early next morning (promised time),Churchyard,,indirect,enabling,0.56,"""Philip Pirrip promised to bring Abel Magwitch the file and what food he could"" and ""to come to the Battery early in the morning.""",indirect,enabling,0.78,"""promised to bring Abel Magwitch the file and what food he could""",none,,0.0,,indirect,enabling,0.58,"""promised to bring Abel Magwitch the file""",direct,initiating,0.84,"""promised to bring Abel Magwitch the file and what food he could and to come to the Battery early in the morning.""","{""KNOWLEDGE"": {""involvement"": ""direct"", ""role"": ""initiating"", ""evidence"": ""\""promised to bring Abel Magwitch the file and what food he could and to come to the Battery early in the morning.\"""", ""signals"": [""promised"", ""bring the file"", ""what food he could"", ""come early in the morning""], ""confidence"": 0.84}, ""JUSTICE"": {""involvement"": ""indirect"", ""role"": ""enabling"", ""evidence"": ""\""promised to bring Abel Magwitch the file\"""", ""signals"": [""promised to bring"", ""the file"", ""aid to a convict"", ""early meeting plan""], ""confidence"": 0.58}, ""WEALTH"": {""involvement"": ""indirect"", ""role"": ""enabling"", ""evidence"": ""\""promised to bring Abel Magwitch the file and what food he could\"""", ""signals"": [""promised to bring"", ""the file"", ""what food he could"", ""bring to him""], ""confidence"": 0.78}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""indirect"", ""role"": ""enabling"", ""evidence"": ""\""Philip Pirrip promised to bring Abel Magwitch the file and what food he could\"" and \""to come to the Battery early in the morning.\"""", ""signals"": [""promised to bring"", ""the file"", ""come to the Battery"", ""early in the morning""], ""confidence"": 0.56}}"
event/6db57233,"Abel Magwitch demanded that Philip Pirrip swear, “Lord strike you dead if you don’t!”",ACTION_TENSION,,0.94,66,1,Early next morning (promised time),Churchyard,,direct,initiating,0.93,"He ""demanded that Philip Pirrip swear"" and threatened, ""Lord strike you dead if you don’t!""",none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,"{""KNOWLEDGE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""JUSTICE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""direct"", ""role"": ""initiating"", ""evidence"": ""He \""demanded that Philip Pirrip swear\"" and threatened, \""Lord strike you dead if you don\u2019t!\"""", ""signals"": [""demanded"", ""swear"", ""Lord strike you dead"", ""if you don\u2019t""], ""confidence"": 0.93}}"
event/2ad4fe56,Philip Pirrip swore the demanded oath.,ACKNOWLEDGMENT,,0.94,67,1,Early next morning (promised time),Churchyard,,direct,initiating,0.82,"He 'swore the demanded oath,' indicating compliance under a demand. The oath was taken due to fear and compulsion.",none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,"{""KNOWLEDGE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""JUSTICE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""direct"", ""role"": ""initiating"", ""evidence"": ""He 'swore the demanded oath,' indicating compliance under a demand. The oath was taken due to fear and compulsion."", ""signals"": [""demanded"", ""oath"", ""swore"", ""compulsion""], ""confidence"": 0.82}}"
event/84a18d11,Abel Magwitch lifted Philip Pirrip down from the stone.,ACTION_TENSION,,0.88,68,1,Early next morning (promised time),Churchyard,,indirect,enabling,0.58,"“Abel Magwitch lifted Philip Pirrip down from the stone,” showing physical control over Pip’s position and movement.",none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,"{""KNOWLEDGE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""JUSTICE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""indirect"", ""role"": ""enabling"", ""evidence"": ""\u201cAbel Magwitch lifted Philip Pirrip down from the stone,\u201d showing physical control over Pip\u2019s position and movement."", ""signals"": [""lifted ... down"", ""physical control of movement"", ""Abel Magwitch over Philip Pirrip"", ""from the stone""], ""confidence"": 0.58}}"
event/3f5d4b3b,"Abel Magwitch ordered Philip Pirrip to remember his undertaking, remember the young man, and go home.",ACTION_TENSION,,0.92,69,1,Early next morning (promised time),Churchyard,,direct,escalating,0.9,"Abel Magwitch ordered Philip Pirrip to remember his undertaking, remember the young man, and go home. The reminder of the 'young man' reinforces the threat behind the command.",none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,"{""KNOWLEDGE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""JUSTICE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""direct"", ""role"": ""escalating"", ""evidence"": ""Abel Magwitch ordered Philip Pirrip to remember his undertaking, remember the young man, and go home. The reminder of the 'young man' reinforces the threat behind the command."", ""signals"": [""ordered"", ""remember the young man"", ""remember his undertaking"", ""go home""], ""confidence"": 0.9}}"
event/92e273df,Philip Pirrip faltered a good-night to Abel Magwitch.,ACKNOWLEDGMENT,,0.89,70,1,Early next morning (promised time),Churchyard,,none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,"{""KNOWLEDGE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""JUSTICE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}}"
event/a17486f0,Abel Magwitch curtly dismissed Philip Pirrip’s good-night.,ACTION_TENSION,,0.86,71,1,Early next morning (promised time),Churchyard,,none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,"{""KNOWLEDGE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""JUSTICE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}}"
event/5006ab7a,"Abel Magwitch glanced about over the cold, wet flat.",ANTICIPATION,,0.83,72,1,Early next morning (promised time),Marshes near the churchyard,,none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,"{""KNOWLEDGE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""JUSTICE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}}"
event/95b11012,Abel Magwitch said he wished he were a frog or an eel.,ASPIRATION_REVEALED,,0.9,73,1,Early next morning (promised time),Marshes near the churchyard,,none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,"{""KNOWLEDGE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""JUSTICE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}}"
event/4f57a0ac,Abel Magwitch hugged his shuddering body with both arms and limped toward the low church wall.,CHARACTER_EMOTION_SPIKE,,0.91,74,1,Early next morning (promised time),Churchyard near the low church wall,,none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,"{""KNOWLEDGE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""JUSTICE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}}"
event/b340f762,Philip Pirrip watched Abel Magwitch picking his way among nettles and brambles and imagined dead people’s hands reaching to pull Abel Magwitch in.,CONTEMPLATION,,0.9,75,1,Early next morning (promised time),Churchyard among the green mounds,,none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,"{""KNOWLEDGE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""JUSTICE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}}"
event/4dc48bd8,"Abel Magwitch climbed over the low church wall despite numb, stiff legs.",ARRIVAL,,0.92,76,1,Early next morning (promised time),Low church wall (exiting the churchyard),,none,,0.0,,none,,0.0,,none,,0.0,,latent,enabling,0.38,“Abel Magwitch climbed over the low church wall…”,indirect,enabling,0.58,“Abel Magwitch climbed over the low church wall…” which leads to “Pip … saw Abel Magwitch continuing toward the river.”,"{""KNOWLEDGE"": {""involvement"": ""indirect"", ""role"": ""enabling"", ""evidence"": ""\u201cAbel Magwitch climbed over the low church wall\u2026\u201d which leads to \u201cPip \u2026 saw Abel Magwitch continuing toward the river.\u201d"", ""signals"": [""departure over the wall"", ""Pip looked over his shoulder"", ""saw him continuing toward the river""], ""confidence"": 0.58}, ""JUSTICE"": {""involvement"": ""latent"", ""role"": ""enabling"", ""evidence"": ""\u201cAbel Magwitch climbed over the low church wall\u2026\u201d"", ""signals"": [""Magwitch"", ""climbed over the low church wall"", ""flight/evasion movement""], ""confidence"": 0.38}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}}"
event/50dadcb3,Abel Magwitch turned around to look for Philip Pirrip.,ANTICIPATION,,0.88,77,1,Early next morning (promised time),Beyond the low church wall,,indirect,constraining,0.62,"After ordering Pip away, he turns to check compliance: he 'turned around to look for Philip Pirrip.'",none,,0.0,,none,,0.0,,none,,0.0,,indirect,enabling,0.56,"He 'turned around to look for Philip Pirrip,' an attempt to verify whether Pip obeyed.","{""KNOWLEDGE"": {""involvement"": ""indirect"", ""role"": ""enabling"", ""evidence"": ""He 'turned around to look for Philip Pirrip,' an attempt to verify whether Pip obeyed."", ""signals"": [""look for"", ""verify compliance"", ""turned around""], ""confidence"": 0.56}, ""JUSTICE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""indirect"", ""role"": ""constraining"", ""evidence"": ""After ordering Pip away, he turns to check compliance: he 'turned around to look for Philip Pirrip.'"", ""signals"": [""ordered Pip away"", ""check compliance"", ""turned around"", ""look for Philip""], ""confidence"": 0.62}}"
event/b3fdfdce,Philip Pirrip set his face toward home and ran as fast as he could.,ACTION_TENSION,,0.93,78,1,Early next morning (promised time),From the churchyard toward home,,indirect,enabling,0.62,"He 'set his face toward home and ran as fast as he could,' acting out of 'Obedience to command.'",indirect,enabling,0.53,"By 'set his face toward home and ran as fast as he could,' he moves to comply with a command that will involve obtaining goods.",none,,0.0,,indirect,enabling,0.52,"He 'set his face toward home and ran as fast as he could,' a step toward carrying out a coerced act that will violate norms/law.",none,,0.0,,"{""KNOWLEDGE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""JUSTICE"": {""involvement"": ""indirect"", ""role"": ""enabling"", ""evidence"": ""He 'set his face toward home and ran as fast as he could,' a step toward carrying out a coerced act that will violate norms/law."", ""signals"": [""set his face toward home"", ""ran as fast as he could"", ""Obedience to command""], ""confidence"": 0.52}, ""WEALTH"": {""involvement"": ""indirect"", ""role"": ""enabling"", ""evidence"": ""By 'set his face toward home and ran as fast as he could,' he moves to comply with a command that will involve obtaining goods."", ""signals"": [""set his face toward home"", ""ran as fast as he could"", ""Obedience to command""], ""confidence"": 0.53}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""indirect"", ""role"": ""enabling"", ""evidence"": ""He 'set his face toward home and ran as fast as he could,' acting out of 'Obedience to command.'"", ""signals"": [""ran as fast as he could"", ""set his face toward home"", ""Obedience to command"", ""Fear""], ""confidence"": 0.62}}"
event/e1de3e0e,"Philip Pirrip looked over his shoulder and saw Abel Magwitch continuing toward the river, hugging himself and stepping among stones laid in the marshes.",CONTEMPLATION,,0.9,79,1,Early next morning (promised time),Marshes and river,,none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,direct,revealing,0.86,"""Philip Pirrip looked over his shoulder and saw Abel Magwitch continuing toward the river...""","{""KNOWLEDGE"": {""involvement"": ""direct"", ""role"": ""revealing"", ""evidence"": ""\""Philip Pirrip looked over his shoulder and saw Abel Magwitch continuing toward the river...\"""", ""signals"": [""looked over his shoulder"", ""saw"", ""continuing toward the river""], ""confidence"": 0.86}, ""JUSTICE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}}"
event/2d6c99ac,Philip Pirrip stopped to look after Abel Magwitch.,ACTION_TENSION,,0.84,80,1,Early next morning (promised time),Marshes near the river,,none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,"{""KNOWLEDGE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""JUSTICE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}}"
event/3b1c047b,Abel Magwitch limped toward the gibbet by the river.,ACTION_TENSION,,0.88,81,1,Early next morning (promised time),River edge near the gibbet on the marshes,,none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,"{""KNOWLEDGE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""JUSTICE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}}"
event/7e16c662,"Philip Pirrip imagined Abel Magwitch as the pirate come back to life, returning to hook himself up on the gibbet.",CONTEMPLATION,,0.78,82,1,Early next morning (promised time),Marshes near the river,,none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,"{""KNOWLEDGE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""JUSTICE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}}"
event/86dc6e88,Philip Pirrip suffered a terrible fright at this thought.,CHARACTER_EMOTION_SPIKE,,0.86,83,1,Early next morning (promised time),Marshes near the river,,none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,"{""KNOWLEDGE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""JUSTICE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}}"
event/b2a9c0ce,Philip Pirrip wondered whether the cattle thought the same about Abel Magwitch.,CONTEMPLATION,,0.7,84,1,Early next morning (promised time),Marshes near the river,,none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,"{""KNOWLEDGE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""JUSTICE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}}"
